Time|         N|       LIR|     Table|       ST4|       ST3|       ST5|ST1 (flow T)|ST1 (flow H)|       SO1|       SO2|       SP5|       SP1|       SP4|       SP3|       SF1|       SP2|       SP8|      SP15|
Time|         N|       LIR|     Table|       ST4|       ST3|       ST5|ST1 (flow T)|ST1 (flow H)|       SO1|       SO2|       SP5|       SP1|       SP4|       SP3|       SF1|       SP2|       SP8|      SP15|
Time|         N|       LIR|     Table|       ST4|       ST3|       ST5|ST1 (flow T)|ST1 (flow H)|       SO1|       SO2|       SP5|       SP1|       SP4|       SP3|       SF1|       SP2|       SP8|      SP15|
Time|         N|       LIR|     Table|       ST4|       ST3|       ST5|ST1 (flow T)|ST1 (flow H)|       SO1|       SO2|       SP5|       SP1|       SP4|       SP3|       SF1|       SP2|       SP8|      SP15|
Time|         N|       LIR|     Table|       ST4|       ST3|       ST5|ST1 (flow T)|ST1 (flow H)|       SO1|       SO2|       SP5|       SP1|       SP4|       SP3|       SF1|       SP2|       SP8|      SP15|
16:03:06|       131|   -238776|  -4.20144|       0.0|      25.0|     141.8|    125.00|      6.24|      0.10|      0.94|      8.40|    0.3797|    1.0034|    0.0037|     903.9|   -0.0349|    0.0254|       0.1|
16:03:46|       132|   -238805|  -4.20195|       0.0|      25.0|     141.9|    125.00|      6.24|      0.10|      0.94|      8.40|    0.3801|    1.0032|    0.0033|     905.5|   -0.0351|    0.0248|       0.1|
16:04:26|       133|   -238835|  -4.20247|       0.0|      25.0|     142.6|    125.00|      6.24|      0.10|      0.94|      8.40|    0.3797|    1.0027|    0.0026|     899.0|   -0.0346|    0.0245|       0.1|
16:05:05|       134|   -238865|    -4.203|       0.0|      25.0|     142.0|    125.00|      6.24|      0.10|      0.94|      8.40|    0.3799|    1.0023|    0.0022|     896.4|   -0.0349|    0.0237|       0.1|
16:05:45|       135|   -238896|  -4.20355|       0.0|      25.0|     141.8|    125.00|      6.24|      0.10|      0.94|      8.40|    0.3801|    1.0040|    0.0048|     901.6|   -0.0351|    0.0265|       0.1|
16:06:25|       136|   -238926|  -4.20408|       0.0|      25.0|     141.9|     38.80|      2.59|      0.10|      0.94|      8.40|    0.3803|    1.0034|    0.0033|     904.8|   -0.0346|    0.0250|       0.1|
16:07:05|       137|   -238955|  -4.20459|       0.0|      25.0|     142.2|     38.80|      2.59|      0.10|      0.94|      8.40|    0.3801|    1.0027|    0.0026|     902.4|   -0.0346|    0.0243|       0.1|
16:07:44|       138|   -238985|  -4.20511|       0.0|      25.0|     142.1|     38.80|      2.59|      0.10|      0.94|      8.40|    0.3801|    1.0027|    0.0024|     900.5|   -0.0349|    0.0241|       0.1|
16:08:24|       139|   -239015|  -4.20564|       0.0|      25.0|     142.4|     38.80|      2.59|      0.10|      0.94|      8.40|    0.3805|    1.0042|    0.0050|     903.1|   -0.0346|    0.0267|       0.1|
16:09:04|       140|   -239046|  -4.20619|       0.0|      25.0|     142.1|     38.80|      2.59|      0.10|      0.94|      8.40|    0.3801|    1.0034|    0.0037|     898.1|   -0.0351|    0.0254|       0.1|
16:09:44|       141|   -239075|   -4.2067|       0.0|      25.0|     142.3|     38.80|      2.64|      0.10|      0.94|      8.40|    0.3801|    1.0032|    0.0031|     895.2|   -0.0344|    0.0245|       0.1|
16:10:22|       142|   -239105|  -4.20722|       0.0|      25.0|     142.1|     38.80|      2.64|      0.10|      0.94|      8.40|    0.3803|    1.0027|    0.0026|     897.7|   -0.0346|    0.0243|       0.1|
16:11:03|       143|   -239136|  -4.20777|       0.0|      25.0|     142.1|     38.80|      2.64|      0.10|      0.94|      8.40|    0.3803|    1.0042|    0.0050|     895.4|   -0.0346|    0.0267|       0.1|
16:11:42|       144|   -239165|  -4.20828|       0.0|      25.0|     142.4|     38.80|      2.64|      0.10|      0.94|      8.40|    0.3807|    1.0034|    0.0039|     904.6|   -0.0351|    0.0258|       0.1|
16:12:22|       145|   -239195|  -4.20881|       0.0|      25.0|     142.3|     38.80|      2.64|      0.10|      0.94|      8.40|    0.3805|    1.0032|    0.0031|     903.0|   -0.0349|    0.0250|       0.1|
16:13:02|       146|   -239226|  -4.20935|       0.0|      25.0|     141.9|     38.80|      2.64|      0.10|      0.94|      8.40|    0.3805|    1.0027|    0.0029|     901.5|   -0.0349|    0.0245|       0.1|
16:13:42|       147|   -239256|  -4.20988|       0.0|      25.0|     142.3|     38.80|      2.64|      0.10|      0.95|      8.40|    0.3805|    1.0025|    0.0024|     899.3|   -0.0346|    0.0241|       0.1|
16:14:21|       148|   -239286|  -4.21041|       0.0|      25.0|     142.1|     38.80|      2.64|      0.10|      0.95|      8.50|    0.3809|    1.0042|    0.0050|     902.9|   -0.0349|    0.0267|       0.1|
16:15:02|       149|   -239315|  -4.21092|       0.0|      25.0|     142.1|     38.80|      2.64|      0.10|      0.95|      8.50|    0.3807|    1.0032|    0.0035|     899.5|   -0.0349|    0.0250|       0.1|
16:15:40|       150|   -239346|  -4.21147|       0.0|      25.0|     142.1|     38.80|      2.64|      0.10|      0.95|      8.50|    0.3807|    1.0029|    0.0031|     898.4|   -0.0349|    0.0245|       0.1|
16:16:21|       151|   -239376|  -4.21199|       0.0|      25.0|     142.3|     38.80|      2.64|      0.10|      0.95|      8.50|    0.3807|    1.0027|    0.0029|     903.5|   -0.0346|    0.0243|       0.1|
16:17:00|       152|   -239406|  -4.21252|       0.0|      25.0|     141.9|     38.80|      2.64|      0.10|      0.95|      8.50|    0.3809|    1.0027|    0.0022|     905.6|   -0.0349|    0.0239|       0.1|
16:17:39|       153|   -239436|  -4.21305|       0.0|      25.0|     142.2|     38.80|      2.64|      0.10|      0.95|      8.50|    0.3809|    1.0042|    0.0050|     902.3|   -0.0351|    0.0267|       0.1|
16:18:19|       154|   -239466|  -4.21358|       0.0|      25.0|     142.2|     38.80|      2.64|      0.10|      0.95|      8.50|    0.3809|    1.0036|    0.0039|     901.5|   -0.0349|    0.0256|       0.1|
16:18:59|       155|   -239496|   -4.2141|       0.0|      25.0|     142.6|     38.80|      2.64|      0.10|      0.95|      8.50|    0.3809|    1.0032|    0.0033|     901.3|   -0.0346|    0.0248|       0.1|
16:19:38|       156|   -239526|  -4.21463|       0.0|      25.0|     142.3|     38.80|      2.64|      0.10|      0.95|      8.50|    0.3812|    1.0027|    0.0024|     897.4|   -0.0346|    0.0241|       0.1|
16:20:19|       157|   -239556|  -4.21516|       0.0|      25.0|     142.1|     38.90|      2.74|      0.10|      0.95|      8.50|    0.3812|    1.0040|    0.0050|     903.2|   -0.0351|    0.0267|       0.1|
16:20:59|       158|   -239585|  -4.21567|       0.0|      25.0|     142.4|     38.90|      2.74|      0.10|      0.95|      8.50|    0.3812|    1.0034|    0.0037|     901.5|   -0.0349|    0.0254|       0.1|
16:21:39|       159|   -239616|  -4.21622|       0.0|      25.0|     142.5|     38.90|      2.74|      0.10|      0.95|      8.50|    0.3812|    1.0032|    0.0033|     903.4|   -0.0346|    0.0248|       0.1|
16:22:18|       160|   -239646|  -4.21674|       0.0|      25.0|     142.2|     38.90|      2.74|      0.10|      0.95|      8.50|    0.3812|    1.0029|    0.0026|     903.6|   -0.0353|    0.0245|       0.1|
16:22:57|       161|   -239675|  -4.21725|       0.0|      25.0|     142.3|     38.90|      2.74|      0.10|      0.95|      8.50|    0.3816|    1.0027|    0.0024|     898.0|   -0.0349|    0.0241|       0.1|
16:23:37|       162|   -239706|   -4.2178|       0.0|      25.0|     142.4|     38.90|      2.74|      0.10|      0.95|      8.50|    0.3812|    1.0023|    0.0022|     898.4|   -0.0349|    0.0239|       0.1|
16:24:17|       163|   -239735|  -4.21831|       0.0|      25.0|     142.0|     38.90|      2.74|      0.10|      0.95|      8.50|    0.3814|    1.0040|    0.0048|     896.0|   -0.0344|    0.0262|       0.1|
16:24:57|       164|   -239765|  -4.21884|       0.0|      25.0|     142.3|     38.90|      2.74|      0.10|      0.95|      8.50|    0.3814|    1.0034|    0.0037|     898.5|   -0.0346|    0.0254|       0.1|
16:25:37|       165|   -239795|  -4.21937|       0.0|      25.0|     142.2|     38.90|      2.74|      0.10|      0.95|      8.50|    0.3814|    1.0032|    0.0031|     901.9|   -0.0349|    0.0248|       0.1|
16:26:17|       166|   -239826|  -4.21991|       0.0|      25.0|     142.3|     38.90|      2.74|      0.10|      0.95|      8.50|    0.3816|    1.0029|    0.0029|     903.3|   -0.0353|    0.0248|       0.1|
16:26:57|       167|   -239856|  -4.22044|       0.0|      25.0|     142.4|     38.90|      2.74|      0.10|      0.96|      8.50|    0.3816|    1.0042|    0.0052|     901.0|   -0.0349|    0.0269|       0.1|
16:27:37|       168|   -239887|  -4.22098|       0.0|      25.0|     142.3|     38.90|      2.74|      0.10|      0.95|      8.50|    0.3816|    1.0036|    0.0041|     898.6|   -0.0351|    0.0258|       0.1|
16:28:17|       169|   -239916|   -4.2215|       0.0|      25.0|     142.5|     39.00|      2.84|      0.10|      0.96|      8.50|    0.3816|    1.0032|    0.0035|     898.7|   -0.0349|    0.0252|       0.1|
16:28:57|       170|   -239945|  -4.22201|       0.0|      25.0|     142.2|     39.00|      2.84|      0.10|      0.96|      8.50|    0.3818|    1.0032|    0.0033|     893.9|   -0.0346|    0.0248|       0.1|
16:29:37|       171|   -239975|  -4.22253|       0.0|      25.0|     142.4|     38.90|      2.84|      0.10|      0.96|      8.50|    0.3818|    1.0025|    0.0024|     900.9|   -0.0349|    0.0241|       0.1|
16:30:15|       172|   -240006|  -4.22308|       0.0|      25.0|     142.1|     38.90|      2.84|      0.10|      0.96|      8.50|    0.3818|    1.0027|    0.0024|     899.4|   -0.0351|    0.0241|       0.1|
16:30:56|       173|   -240036|  -4.22361|       0.0|      25.0|     142.3|     38.90|      2.84|      0.10|      0.96|      8.50|    0.3820|    1.0042|    0.0050|     901.9|   -0.0346|    0.0267|       0.1|
16:31:35|       174|   -240066|  -4.22413|       0.0|      25.0|     142.0|     38.90|      2.84|      0.10|      0.96|      8.50|    0.3820|    1.0034|    0.0041|     900.9|   -0.0346|    0.0256|       0.1|
16:32:15|       175|   -240095|  -4.22464|       0.0|      25.0|     142.3|     38.90|      2.84|      0.10|      0.96|      8.50|    0.3824|    1.0034|    0.0035|     901.9|   -0.0351|    0.0254|       0.1|
16:32:55|       176|   -240126|  -4.22519|       0.0|      25.0|     142.2|     38.90|      2.84|      0.10|      0.96|      8.50|    0.3820|    1.0027|    0.0029|     901.5|   -0.0351|    0.0245|       0.1|
16:33:35|       177|   -240155|   -4.2257|       0.0|      25.0|     142.3|     38.90|      2.84|      0.10|      0.96|      8.50|    0.3824|    1.0025|    0.0026|     901.5|   -0.0351|    0.0241|       0.1|
16:34:15|       178|   -240186|  -4.22625|       0.0|      25.0|     142.4|     38.90|      2.84|      0.10|      0.96|      8.50|    0.3822|    1.0042|    0.0052|     899.2|   -0.0349|    0.0267|       0.1|
16:34:55|       179|   -240216|  -4.22677|       0.0|      25.0|     142.4|     38.90|      2.84|      0.10|      0.96|      8.50|    0.3822|    1.0036|    0.0039|     900.3|   -0.0353|    0.0254|       0.1|
16:35:34|       180|   -240246|   -4.2273|       0.0|      25.0|     142.3|     38.90|      2.84|      0.10|      0.96|      8.50|    0.3824|    1.0032|    0.0035|     901.3|   -0.0349|    0.0252|       0.1|
16:36:15|       181|   -240275|  -4.22781|       0.0|      25.0|     142.3|     38.90|      2.84|      0.10|      0.96|      8.50|    0.3826|    1.0029|    0.0031|     898.6|   -0.0346|    0.0245|       0.1|
16:36:54|       182|   -240306|  -4.22836|       0.0|      25.0|     142.1|     38.90|      2.84|      0.10|      0.96|      8.50|    0.3824|    1.0027|    0.0026|     895.9|   -0.0344|    0.0243|       0.1|
16:37:34|       183|   -240336|  -4.22889|       0.0|      25.0|     142.1|     38.90|      2.84|      0.10|      0.96|      8.50|    0.3824|    1.0042|    0.0050|     905.2|   -0.0351|    0.0269|       0.1|
16:38:14|       184|   -240366|  -4.22941|       0.0|      25.0|     142.1|     38.90|      2.84|      0.10|      0.96|      8.50|    0.3824|    1.0034|    0.0039|     899.6|   -0.0353|    0.0258|       0.1|
16:38:54|       185|   -240395|  -4.22992|       0.0|      25.0|     142.3|     38.90|      2.84|      0.10|      0.96|      8.50|    0.3829|    1.0032|    0.0033|     902.2|   -0.0349|    0.0250|       0.1|
16:39:34|       186|   -240426|  -4.23047|       0.0|      25.0|     142.2|     38.90|      2.84|      0.10|      0.96|      8.50|    0.3829|    1.0029|    0.0031|     897.1|   -0.0351|    0.0248|       0.1|
16:40:14|       187|   -240455|  -4.23098|       0.0|      25.0|     142.1|     38.90|      2.84|      0.10|      0.96|      8.50|    0.3826|    1.0027|    0.0029|     898.4|   -0.0349|    0.0243|       0.1|
16:40:54|       188|   -240486|  -4.23152|       0.0|      25.0|     141.8|     38.90|      2.84|      0.10|      0.96|      8.50|    0.3826|    1.0042|    0.0052|     900.3|   -0.0353|    0.0269|       0.1|
16:41:34|       189|   -240515|  -4.23203|       0.0|      25.0|     141.8|     39.00|      2.95|      0.10|      0.96|      8.50|    0.3826|    1.0036|    0.0041|     896.8|   -0.0346|    0.0256|       0.1|
16:42:14|       190|   -240545|  -4.23256|       0.0|      25.0|     141.9|     39.00|      2.95|      0.10|      0.96|      8.50|    0.3829|    1.0032|    0.0037|     901.7|   -0.0351|    0.0252|       0.1|
16:42:53|       191|   -240575|  -4.23309|       0.0|      25.0|     141.7|     39.00|      2.95|      0.10|      0.96|      8.50|    0.3829|    1.0029|    0.0031|     902.0|   -0.0351|    0.0245|       0.1|
16:43:33|       192|   -240605|  -4.23362|       0.0|      25.0|     142.2|     39.00|      2.95|      0.10|      0.96|      8.50|    0.3829|    1.0029|    0.0029|     896.5|   -0.0349|    0.0243|       0.1|
16:44:14|       193|   -240636|  -4.23416|       0.0|      25.0|     142.2|     39.00|      2.95|      0.10|      0.96|      8.50|    0.3831|    1.0027|    0.0026|     898.6|   -0.0351|    0.0245|       0.1|
16:44:53|       194|   -240666|  -4.23469|       0.0|      25.0|     142.4|     39.00|      2.95|      0.10|      0.97|      8.50|    0.3831|    1.0040|    0.0052|     898.9|   -0.0353|    0.0267|       0.1|
16:45:33|       195|   -240695|   -4.2352|       0.0|      25.0|     142.1|     39.00|      2.95|      0.10|      0.96|      8.50|    0.3831|    1.0034|    0.0037|     898.2|   -0.0349|    0.0254|       0.1|
16:46:13|       196|   -240725|  -4.23573|       0.0|      25.0|     141.9|     39.00|      2.95|      0.10|      0.96|      8.50|    0.3831|    1.0034|    0.0037|     903.9|   -0.0349|    0.0252|       0.1|
16:46:53|       197|   -240756|  -4.23628|       0.0|      25.0|     142.1|     39.00|      2.95|      0.10|      0.96|      8.50|    0.3831|    1.0032|    0.0033|     905.5|   -0.0351|    0.0250|       0.1|
16:47:33|       198|   -240786|   -4.2368|       0.0|      25.0|     142.0|     39.00|      2.95|      0.10|      0.96|      8.50|    0.3835|    1.0029|    0.0029|     904.7|   -0.0353|    0.0248|       0.1|
16:48:13|       199|   -240816|  -4.23733|       0.0|      25.0|     142.0|     39.00|      3.02|      0.10|      0.97|      8.50|    0.3833|    1.0025|    0.0026|     900.4|   -0.0351|    0.0241|       0.1|
16:48:54|       200|   -240845|  -4.23784|       0.0|      25.0|     142.2|     39.00|      3.02|      0.10|      0.97|      8.50|    0.3833|    1.0025|    0.0024|     903.4|   -0.0351|    0.0245|       0.1|
16:49:33|       201|   -240876|  -4.23839|       0.0|      25.0|     142.3|     39.00|      3.02|      0.10|      0.97|      8.50|    0.3835|    1.0040|    0.0048|     898.8|   -0.0349|    0.0265|       0.1|
16:50:12|       202|   -240906|  -4.23891|       0.0|      25.0|     141.8|     39.00|      3.02|      0.10|      0.97|      8.50|    0.3835|    1.0036|    0.0041|     896.9|   -0.0346|    0.0254|       0.1|
16:54:50|       203|   -240966|  -4.23997|       0.0|      25.0|     141.2|     38.90|      3.07|      0.10|      0.94|      8.50|    0.3839|    1.0040|    0.0048|     901.5|   -0.0353|    0.0265|       0.1|
16:55:30|       204|   -240995|  -4.24048|       0.0|      25.0|     141.3|     38.90|      3.07|      0.10|      0.93|      8.50|    0.3839|    1.0036|    0.0041|     903.2|   -0.0351|    0.0258|       0.1|
16:56:10|       205|   -241026|  -4.24103|       0.0|      25.0|     141.2|     38.90|      3.07|      0.10|      0.93|      8.50|    0.3839|    1.0034|    0.0037|     898.0|   -0.0351|    0.0252|       0.1|
16:56:50|       206|   -241056|  -4.24155|       0.0|      25.0|     141.3|     38.90|      3.07|      0.10|      0.94|      8.50|    0.3843|    1.0032|    0.0033|     905.2|   -0.0351|    0.0252|       0.1|
16:57:30|       207|   -241086|  -4.24208|       0.0|      25.0|     141.6|     38.90|      3.07|      0.10|      0.94|      8.50|    0.3843|    1.0029|    0.0029|     900.0|   -0.0353|    0.0248|       0.1|
16:58:10|       208|   -241117|  -4.24263|       0.0|      25.0|     141.6|     38.90|      3.07|      0.10|      0.94|      8.50|    0.3841|    1.0027|    0.0026|     900.1|   -0.0351|    0.0243|       0.1|
16:58:49|       209|   -241146|  -4.24314|       0.0|      25.0|     141.3|     38.90|      3.07|      0.10|      0.96|      8.50|    0.3843|    1.0044|    0.0054|     901.7|   -0.0353|    0.0269|       0.1|
16:59:27|       210|   -241176|  -4.24367|       0.0|      25.0|     141.6|     38.90|      3.07|      0.10|      0.95|      8.50|    0.3843|    1.0036|    0.0041|     902.0|   -0.0351|    0.0256|       0.1|
17:00:08|       211|   -241205|  -4.24418|       0.0|      25.0|     141.4|     38.90|      3.07|      0.10|      0.95|      8.50|    0.3843|    1.0036|    0.0035|     900.7|   -0.0349|    0.0250|       0.1|
